brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
Lenovo,47750,medium,medium,15.6,157,8.0,8,1,0,6.0,45.0,3.0,1,1,0,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,1,0,0,,512.0,regular,low,high
Lenovo,95790,slim,lite,14.0,243,16.0,16,0,1,8.0,72.0,4.0,1,0,0,1,0,0,1,1,2.0,1.0,0.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Lenovo,79000,medium,medium,14.0,112,8.0,8,1,0,4.0,50.0,3.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,high,low
Asus,72990,medium,heavy,15.6,141,12.0,16,1,0,6.0,70.0,6.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,low,medium
Acer,41990,medium,medium,14.0,112,12.0,8,0,0,6.0,48.0,3.0,1,1,1,0,0,1,0,0,0.0,3.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,low
Acer,44990,medium,medium,14.0,112,12.0,16,0,0,6.0,48.0,3.0,1,1,1,0,0,1,0,0,0.0,3.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,low
Asus,40990,medium,medium,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Asus,38990,slim,lite,14.0,141,8.0,8,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Lenovo,44600,medium,medium,14.0,112,8.0,8,1,0,4.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,low
HP,190721,thick,heavy,16.1,182,16.0,32,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,medium,high
HP,54990,thick,heavy,15.6,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,high,medium
Dell,84490,thick,heavy,14.0,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,low,medium
Dell,38990,medium,medium,15.6,141,4.0,8,1,0,2.0,50.0,3.0,1,1,1,0,0,0,0,0,0.0,3.0,0.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
Fujitsu,109990,slim,lite,14.0,162,16.0,16,1,1,12.0,72.0,4.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,1024.0,regular,high,high
Asus,61990,thick,heavy,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,high,medium
Asus,57990,thick,heavy,15.6,141,12.0,8,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,popular,medium,medium
HP,64999,thick,heavy,15.6,141,12.0,8,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,high,medium
Lenovo,52990,medium,medium,15.6,141,16.0,16,1,0,8.0,45.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
HP,176108,thick,heavy,16.1,137,24.0,16,1,0,16.0,83.0,6.0,1,1,0,1,0,0,1,0,0.0,0.0,0.0,13.0,intel,i7,nvidia,8.0,rtx4060,1,0,0,0,,512.0,regular,low,low
Lenovo,58850,thick,heavy,15.6,141,8.0,8,1,0,4.0,45.0,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,medium,medium
Asus,60990,thick,medium,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,gtx2050,1,0,0,0,,512.0,regular,high,medium
MSI,49990,medium,lite,14.0,157,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Asus,38990,slim,lite,14.0,141,8.0,8,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
MSI,249990,medium,medium,16.0,283,20.0,32,1,0,14.0,99.9,4.0,1,1,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,high
Acer,44990,medium,medium,14.0,157,8.0,8,1,0,8.0,40.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Lenovo,39990,medium,medium,15.6,141,4.0,8,1,0,2.0,45.0,2.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Lenovo,68990,medium,medium,14.0,142,12.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Lenovo,87490,slim,lite,14.0,162,16.0,16,0,0,10.0,56.6,2.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Dell,39399,medium,medium,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
Dell,45990,medium,medium,15.6,141,6.0,8,0,0,5.0,41.0,3.0,1,0,0,0,0,0,0,0,1.0,2.0,0.0,13.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,low,medium
Dell,49490,medium,medium,15.6,147,8.0,8,1,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,7.0,amd,5,amd,0.0,Integrated,1,0,0,0,,1024.0,regular,medium,high
Dell,35990,thick,medium,15.6,141,8.0,8,1,0,4.0,41.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
Dell,98990,thick,heavy,13.3,227,16.0,16,1,0,12.0,72.0,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,high,high
Dell,86990,thick,heavy,13.3,227,16.0,16,1,0,12.0,54.0,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,low,high
Dell,84990,thick,heavy,14.0,162,12.0,16,1,1,10.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,low,high
HP,65290,thick,heavy,15.6,141,12.0,16,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
Lenovo,82990,slim,lite,14.0,170,16.0,16,0,0,12.0,72.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
HP,74990,slim,medium,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,high,medium
MSI,138990,thick,heavy,17.3,127,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,low
MSI,87990,medium,medium,15.6,141,16.0,16,1,0,10.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,512.0,regular,low,medium
MSI,94990,medium,medium,15.6,141,16.0,16,1,0,10.0,51.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0,regular,low,medium
Lenovo,74990,medium,medium,16.0,142,16.0,16,1,0,12.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
MSI,113990,thick,heavy,17.3,127,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,medium,low
MSI,103990,thick,heavy,17.3,127,16.0,8,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,low
MSI,189990,thick,heavy,17.3,127,20.0,16,1,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,low
MSI,134990,thick,heavy,17.3,127,20.0,8,1,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,low
MSI,49990,medium,medium,15.6,141,12.0,8,1,0,6.0,52.4,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium
Lenovo,38890,medium,medium,15.6,141,4.0,8,1,0,2.0,50.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
HP,116463,thick,heavy,15.6,141,16.0,16,1,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,medium
HP,109990,thick,heavy,15.6,141,20.0,16,1,0,14.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium
HP,277278,medium,heavy,16.1,182,32.0,32,1,0,24.0,97.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,high,high
HP,153625,thick,heavy,16.1,182,20.0,16,1,0,14.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,1,0,,512.0,regular,high,high
HP,56999,thick,heavy,15.6,137,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,medium,low
Gigabyte,149990,medium,heavy,15.6,188,16.0,16,1,0,12.0,99.0,6.0,1,1,0,1,1,0,1,0,0.0,3.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,high,high
Lenovo,78990,slim,lite,14.0,170,16.0,16,0,0,12.0,65.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Lenovo,58990,slim,lite,14.0,162,12.0,16,1,0,6.0,56.6,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
Asus,40990,medium,medium,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
HP,108274,slim,lite,13.3,255,12.0,16,1,1,10.0,72.0,4.0,0,0,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Chuwi,32999,slim,lite,15.6,280,8.0,16,0,0,4.0,66.9,2.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,10.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
HP,101990,thick,heavy,16.1,137,12.0,16,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,low
HP,231746,slim,lite,13.5,166,12.0,16,1,1,10.0,68.0,6.0,1,0,0,0,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,high
Asus,69990,medium,medium,15.6,141,12.0,16,1,0,6.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium
Asus,94990,medium,medium,16.0,142,16.0,16,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,medium,medium
Acer,165601,thick,heavy,16.0,142,32.0,16,1,0,24.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,medium,medium
MSI,85990,thick,heavy,15.6,141,16.0,8,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,512.0,regular,high,medium
Asus,76990,medium,medium,15.6,141,16.0,16,1,0,8.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,high,medium
Lenovo,71990,medium,medium,14.0,142,12.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Asus,84990,slim,lite,14.0,243,20.0,16,0,1,14.0,63.0,3.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus,37990,medium,medium,15.6,141,4.0,8,1,0,2.0,37.0,2.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
HP,186592,medium,heavy,16.0,189,24.0,16,1,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,high
HP,79990,medium,medium,14.0,157,12.0,16,0,1,10.0,43.0,3.0,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
Lenovo,91490,thick,heavy,15.6,184,12.0,16,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high
Lenovo,97990,thick,heavy,15.6,184,12.0,16,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,high
Gigabyte,117574,medium,heavy,15.6,141,16.0,8,1,0,12.0,99.0,6.0,1,1,0,0,1,0,1,0,0.0,3.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,1,0,,512.0,regular,high,medium
Asus,59990,medium,medium,15.6,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
Lenovo,99990,thick,heavy,15.6,184,16.0,16,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high
MSI,279990,thick,heavy,16.0,189,32.0,32,1,0,24.0,90.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,medium,high
MSI,344990,thick,heavy,17.0,178,32.0,32,1,0,24.0,90.0,4.0,1,1,1,1,0,0,1,0,0.0,2.0,3.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0,regular,low,high
Acer,44990,slim,medium,15.6,141,8.0,8,0,0,4.0,38.0,2.0,1,1,0,0,0,0,1,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,low,medium
Lenovo,60990,slim,lite,14.0,157,12.0,16,1,0,6.0,47.0,2.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Asus,23990,slim,medium,15.6,141,2.0,4,1,0,2.0,38.0,2.0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0,popular,low,medium
HP,128599,thick,heavy,16.0,141,16.0,16,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,medium
HP,138990,thick,heavy,16.1,182,24.0,16,1,0,16.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0,regular,medium,high
HP,51147,medium,lite,14.0,112,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,low
Lenovo,54990,slim,lite,13.3,166,8.0,16,1,1,4.0,51.0,2.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,3.0,amd,3,amd,0.0,Integrated,0,1,0,0,,256.0,regular,high,high
Infinix,52990,medium,medium,15.6,141,8.0,16,0,0,4.0,50.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,high,medium
Acer,66990,thick,heavy,15.6,141,12.0,8,1,0,8.0,57.5,4.0,1,0,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
Lenovo,119888,slim,lite,14.0,157,8.0,16,1,1,4.0,72.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,2.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,low,high
HP,23490,slim,lite,15.6,141,2.0,4,1,0,2.0,38.0,2.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0,regular,medium,medium
Lenovo,76889,slim,lite,13.3,170,12.0,16,0,1,6.0,59.0,4.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Dell,96490,thick,heavy,13.3,227,16.0,16,1,0,12.0,72.0,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
Dell,84490,thick,heavy,13.3,227,16.0,16,1,0,12.0,72.0,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
Dell,256990,slim,medium,15.6,290,20.0,16,1,1,14.0,86.0,6.0,0,0,1,1,0,0,1,1,0.0,0.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,1,0,0,0,,1024.0,regular,low,high
Asus,40900,medium,medium,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Dell,69900,slim,medium,15.6,141,8.0,16,1,0,4.0,72.0,4.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,low,medium
Gigabyte,211199,thick,heavy,16.0,141,20.0,16,1,0,14.0,99.0,6.0,0,0,0,1,0,0,1,0,0.0,0.0,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,low,medium
MSI,77990,slim,lite,14.0,157,16.0,16,0,0,12.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
HP,199990,medium,heavy,16.1,182,24.0,16,1,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,low,high
Lenovo,85889,medium,medium,16.0,142,20.0,16,1,0,14.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
HP,55350,medium,medium,14.0,157,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Dell,453490,thick,heavy,16.0,229,20.0,32,1,0,14.0,90.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0,regular,medium,high
MSI,339990,medium,heavy,17.0,178,20.0,64,1,0,24.0,90.0,3.0,1,1,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,2048.0,regular,low,high
Dell,67990,medium,medium,14.0,157,16.0,16,0,0,8.0,54.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Dell,323290,thick,heavy,16.0,229,32.0,32,1,0,24.0,86.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,medium,high
Dell,199990,thick,heavy,16.0,216,16.0,16,1,0,8.0,86.0,6.0,1,1,1,1,1,0,1,0,0.0,2.0,2.0,7.0,amd,5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,medium,high
MSI,39990,medium,medium,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
MSI,84990,slim,lite,14.0,170,16.0,16,1,0,12.0,72.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,high
MSI,36990,medium,medium,15.6,157,8.0,16,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
MSI,34990,medium,medium,15.6,157,8.0,8,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Gigabyte,189999,thick,heavy,16.0,141,20.0,16,1,0,14.0,99.0,6.0,0,0,0,1,0,0,1,0,0.0,0.0,3.0,12.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,,1024.0,regular,low,medium
Dell,446390,thick,heavy,18.0,204,32.0,64,1,0,24.0,97.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,1024.0,regular,low,high
Lenovo,73990,thick,heavy,13.3,170,12.0,16,0,1,6.0,59.0,4.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Lenovo,66500,slim,medium,14.0,162,16.0,16,1,1,8.0,52.5,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Asus,144990,thick,medium,16.0,189,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
HP,43990,medium,medium,15.6,141,8.0,16,1,0,6.0,50.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,70990,medium,medium,16.0,142,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,medium
Lenovo,64990,slim,medium,14.0,162,12.0,16,0,1,6.0,52.5,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus,72990,medium,medium,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
Acer,114990,thick,heavy,16.0,142,16.0,8,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,1,0,0,0,,512.0,regular,medium,medium
Dell,302990,thick,heavy,16.0,216,24.0,32,1,0,12.0,86.0,6.0,1,1,1,1,1,0,1,0,0.0,2.0,2.0,7.0,amd,5,nvidia,12.0,rtx4080,0,0,0,1,,2048.0,regular,high,high
Acer,129990,thick,heavy,16.0,142,16.0,16,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,1,0,0,0,,512.0,regular,high,medium
