laptop_model,brand,price,num_votes,ratings,thickness,weight,warranty,screen_size,resolution_width,resolution_height,ppi,threads,ram,antiglare,aspect_ratio,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,inbuilt_microphone,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
HP Pavilion 15s-FR5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,55990,979.0,4.25,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,16:9,0,10.0,,3.0,1,0,0,0,0,0,1,0,1,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
HP 15s-du3614TU Laptop (11th Gen Core i3/ 8GB/ 1TB 256 SSD/ Win11 Home),HP,41990,410.0,4.2,slim,medium,1.0,15.6,1920.0,1080.0,141,4.0,8,1,,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,1024.0,0.0,popular,low,medium
HP 15s-fq5111TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,54990,2964.0,4.2,medium,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,16:9,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,1,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,viral,low,medium
HP Pavilion 15s-eq2182AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),HP,46199,1463.0,4.25,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,1,0.0,0.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium
HP Victus 15-fb0040AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,56690,143.0,4.2,thick,heavy,1.0,15.6,1920.0,1080.0,137,12.0,8,1,16:9,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,1,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,low
HP Victus 15-fa0350TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,67536,78.0,4.15,thick,heavy,1.0,15.6,1920.0,1080.0,137,12.0,8,1,16:9,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,low
Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,58990,136.0,4.3,thick,heavy,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,,4.0,1,1,0,0,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
Dell Vostro 3420 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,45990,219.0,4.15,,lite,1.0,14.0,1080.0,1920.0,157,8.0,8,0,16:9,0,4.0,,3.0,1,1,1,0,0,0,0,0,1,1.0,2.0,0.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
Acer Aspire 5 A515-57G Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,52128,296.0,4.15,slim,medium,1.0,15.6,1920.0,1080.0,141,16.0,8,0,,0,12.0,50.0,3.0,1,0,0,1,0,0,1,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0,popular,low,medium
MSI Thin GF63 11SC-852IN Gaming Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),MSI,54990,374.0,4.2,medium,medium,2.0,15.6,1920.0,1080.0,141,16.0,8,1,,0,8.0,51.0,3.0,1,1,1,0,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,low,medium
HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,103060,95.0,4.15,thick,heavy,1.0,15.6,1920.0,1080.0,141,16.0,16,1,,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,1,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,medium
Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),Apple,136990,131.0,4.3,slim,lite,1.0,13.3,2560.0,1600.0,227,,8,0,,0,8.0,58.2,,0,0,0,1,0,0,1,0,1,0.0,0.0,2.0,,apple,M2,apple,10.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),Apple,118990,258.0,4.35,slim,lite,1.0,13.3,2560.0,1600.0,227,,8,0,,0,8.0,58.2,,0,0,0,1,0,0,1,0,1,0.0,0.0,2.0,,apple,M2,apple,10.0,Integrated,0,0,1,0,,256.0,popular,medium,high
HP Pavilion 15s-FQ5009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,58366,526.0,4.2,medium,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,16:9,0,10.0,,3.0,1,0,0,0,0,0,0,0,1,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
Asus Vivobook S15 OLED K3502ZA-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,74990,200.0,4.35,medium,medium,1.0,15.6,1920.0,1080.0,141,16.0,16,1,16:9,0,12.0,,3.0,1,0,0,1,0,0,1,1,1,1.0,1.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,74990,2235.0,4.4,medium,lite,1.0,14.0,2880.0,1800.0,243,16.0,16,1,,0,12.0,70.0,3.0,1,0,0,1,0,0,1,1,1,1.0,1.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,viral,medium,high
HP Pavilion 14-EC1019AU Laptop (Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),HP,56990,1012.0,4.35,slim,lite,1.0,14.0,1920.0,1080.0,157,12.0,16,1,,0,6.0,43.0,3.0,1,0,0,0,0,0,1,1,1,2.0,0.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,medium,high
Avita Satus Ultimus S111 Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),Avita,16990,1596.0,3.65,slim,lite,1.0,14.1,1920.0,1080.0,156,2.0,4,1,16:9,0,2.0,,2.0,1,0,1,0,0,0,0,0,1,1.0,1.0,0.0,,intel,7,intel,,Integrated,0,0,1,0,,128.0,popular,low,high
HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,62990,764.0,4.2,slim,medium,1.0,15.6,1920.0,1080.0,141,16.0,8,1,16:9,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,1,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
Dell Vostro 5625 laptop (Ryzen 5-5625U/ 16GB/ 512GB SSD/ Windows 11),Dell,58990,71.0,4.7,medium,medium,1.0,16.0,1920.0,1200.0,142,12.0,16,1,16:10,0,6.0,,3.0,1,0,1,0,0,0,1,1,1,0.0,1.0,2.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,high,medium
HP Pavilion 14-ec1003AU Laptop (Ryzen 5/ 8GB/ 512GB SSD/ Win11 Home),HP,51149,1209.0,4.35,slim,lite,1.0,14.0,1920.0,1080.0,157,12.0,8,0,,0,6.0,,3.0,1,0,0,0,0,0,1,0,1,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,0,0,,512.0,popular,medium,high
Asus ROG Strix G15 G513RC-HN083W Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),Asus,88990,239.0,4.3,medium,heavy,1.0,15.6,1920.0,1080.0,141,16.0,16,1,,0,8.0,56.0,4.0,1,1,0,0,0,0,1,0,1,0.0,2.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,popular,medium,medium
HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),HP,43700,3129.0,4.25,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,1,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,viral,low,medium
Asus Vivobook Pro 15 OLED M3500QC-L1262TS Laptop (Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),Asus,82990,161.0,4.4,medium,medium,1.0,15.6,1920.0,1080.0,141,16.0,16,0,16:9,0,8.0,,3.0,1,0,1,1,0,0,1,1,1,1.0,2.0,0.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,medium,medium
Dell Inspiron 3511 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 2GB Graph),Dell,62790,341.0,3.8,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,,0,4.0,,3.0,1,0,1,0,0,0,0,0,1,1.0,2.0,0.0,11.0,intel,i5,nvidia,2.0,Integrated,1,0,0,0,1024.0,0.0,popular,low,medium
Xiaomi Mi Notebook Ultra Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),Xiaomi,45989,59.0,4.4,slim,medium,1.0,15.6,3200.0,2000.0,242,8.0,8,0,16:10,0,4.0,,,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high
HP Pavilion 15-ec2004AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),HP,57990,13399.0,4.4,thick,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1,1.0,0.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,viral,medium,medium
Lenovo Tab Yoga Duet 7 (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),Lenovo,49999,110.0,4.55,slim,lite,1.0,13.0,1920.0,1080.0,169,8.0,8,1,16:9,1,4.0,,,0,0,0,0,0,0,1,0,1,0.0,0.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,high
Vaio E Series NE15V2IN027P Laptop (AMD Ryzen 7 3700U/ 8GB/ 512GB SSD/ Win10 Home),Vaio,32990,294.0,4.0,medium,medium,2.0,15.6,1920.0,1080.0,141,8.0,8,0,,0,4.0,,,1,0,1,0,0,0,1,0,1,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium
Dell Latitude 3410 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),Dell,65999,94.0,4.6,medium,lite,1.0,14.0,1366.0,768.0,112,8.0,8,0,,0,4.0,,,1,1,1,0,0,0,0,0,1,0.0,2.0,1.0,10.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,low
Apple MacBook Air 2020 MGN73HN Laptop (Apple M1/ 8GB/ 512GB/ MacOS),Apple,109990,12724.0,4.7,slim,lite,1.0,13.3,2560.0,1600.0,227,,8,0,,0,8.0,49.9,,0,0,0,0,0,0,1,0,1,0.0,2.0,2.0,,apple,M1,apple,,Integrated,0,0,1,0,,512.0,viral,high,high
MSI GP65 Leopard 10SFK-037IN Gaming Laptop (10th Gen Core i7/ 32GB/ 1TB 512GB SSD/ Win10 Home/ 8GB Graph),MSI,100990,406.0,4.4,thick,heavy,2.0,15.6,1920.0,1080.0,141,12.0,32,0,,0,6.0,51.0,6.0,1,1,1,0,0,0,1,0,1,0.0,2.0,1.0,10.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,1024.0,0.0,popular,medium,medium
Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),Avita,22990,122.0,3.65,slim,lite,1.0,14.0,1920.0,1080.0,157,8.0,8,0,,0,4.0,,,1,0,1,0,0,0,0,0,1,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,low,high
Apple MacBook Air 2020 Laptop (10th Gen Core i3/ 8GB/ 256GB/ MacOS),Apple,72999,73.0,3.85,slim,lite,,13.3,2560.0,1600.0,227,8.0,8,0,,0,4.0,,,0,0,0,1,0,0,1,0,1,0.0,0.0,3.0,10.0,intel,i3,intel,,Integrated,0,1,0,0,,256.0,regular,low,high
Apple MacBook Pro 16 Laptop (9th Gen Core i9/ 32GB/ 2TB SSD/ MacOS/ 4GB Graph),Apple,201498,72.0,4.3,slim,medium,1.0,16.0,3072.0,1920.0,226,,32,1,,0,8.0,,,0,0,0,1,0,0,1,1,1,0.0,0.0,4.0,9.0,intel,i9,amd,4.0,Integrated,0,1,0,0,,2048.0,regular,medium,high
HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),HP,90464,104.0,4.7,,,3.0,14.0,1920.0,1080.0,157,8.0,8,1,,0,4.0,,3.0,1,1,1,0,0,0,0,0,1,0.0,2.0,1.0,8.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),Dell,87990,189.0,4.3,slim,lite,1.0,13.3,1920.0,1080.0,166,8.0,8,0,,0,4.0,,3.0,1,0,1,0,0,0,0,0,1,0.0,2.0,1.0,8.0,intel,i7,nvidia,4.0,mx130,0,0,1,0,,256.0,regular,medium,high
Dell G5 15 5590 Gaming Laptop (8th Gen Ci7/ 16GB/ 1TB/ Win10/ 6GB Graph),Dell,84999,74.0,4.25,thick,heavy,,15.6,3480.0,2160.0,263,12.0,16,1,,0,6.0,,,1,1,1,1,0,0,1,0,1,0.0,3.0,1.0,8.0,intel,i7,nvidia,6.0,rtx2060,0,0,0,0,1024.0,0.0,regular,low,high
Lenovo Yoga Pro 7 82Y700A2IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,99990,107.0,4.4,slim,lite,1.0,14.5,2560.0,1600.0,250,20.0,16,0,16:9,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high
Lenovo Yoga Pro 7 82Y700A3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,129990,75.0,4.45,slim,lite,1.0,14.5,3072.0,1920.0,250,20.0,16,0,16:9,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high
HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),HP,43890,94.0,4.5,,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,,0,4.0,41.0,3.0,1,0,0,0,0,0,1,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
Dell Inspiron 3525 2023 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),Dell,49800,83.0,4.5,thick,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,medium
Dell Inspiron 3530 15 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),Dell,74999,60.0,4.6,,,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,1024.0,regular,high,medium
Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Acer,42990,91.0,4.1,,medium,1.0,15.6,1920.0,1080.0,141,6.0,8,1,16:9,0,5.0,,3.0,1,0,0,1,0,0,0,0,1,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
Acer Swift Go 14 NX.KG3SI.005 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),Acer,58990,91.0,4.15,slim,lite,1.0,14.0,1920.0,1080.0,157,12.0,16,1,16:9,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1,1.0,1.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high
HP Spectre 17-cs0097nr Laptop (12th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),HP,415000,63.0,4.7,thick,medium,1.0,17.0,1920.0,2560.0,188,12.0,16,0,,1,10.0,94.3,6.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,high,high
Fujitsu CH 4ZR1L82433 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Fujitsu,74990,81.0,4.1,slim,lite,2.0,13.3,1920.0,1080.0,166,12.0,16,1,16:10,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,high
Fujitsu CH 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Fujitsu,89990,81.0,4.4,slim,lite,2.0,13.3,1920.0,1080.0,166,12.0,16,1,16:10,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,high
Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),Asus,71590,61.0,4.6,slim,medium,1.0,15.6,1920.0,1080.0,141,16.0,16,1,16:9,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,1024.0,regular,high,medium
Dell Inspiron 7435 2in1 Laptop (AMD Ryzen 57530U/ 8GB/ 512GB SSD/ Win11),Dell,90440,110.0,4.75,slim,medium,1.0,14.0,1920.0,1200.0,162,12.0,8,0,16:10,1,6.0,54.0,4.0,1,0,1,1,0,0,1,1,1,0.0,1.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,high,high
Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),Asus,44990,56.0,4.7,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,16,1,,0,6.0,42.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium
Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Acer,72990,109.0,4.45,slim,lite,1.0,14.0,2880.0,1800.0,243,16.0,16,1,16:10,0,12.0,65.0,4.0,1,0,0,0,0,0,1,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,52850,72.0,4.05,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,10.0,42.0,,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,0,0,,512.0,regular,low,medium
HP Pavilion 15-eg3018TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),HP,73990,83.0,4.3,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,medium
Asus Vivobook Pro 15 M6500RC-HN741WS Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,84990,54.0,4.35,medium,medium,1.0,15.6,1920.0,1080.0,141,16.0,16,1,16:9,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
HP Victus 15-fb1016AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,65990,66.0,4.25,thick,heavy,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,low,medium
Lenovo Yoga 7 82YL0060IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,111490,59.0,4.6,slim,lite,1.0,14.0,2880.0,1800.0,243,16.0,16,0,16:10,1,12.0,,4.0,1,0,0,1,0,0,1,1,1,0.0,1.0,2.0,13.0,intel,i7,amd,,Integrated,0,0,1,0,,512.0,regular,high,high
Lenovo IdeaPad Flex 5 82Y00053IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,89990,88.0,4.6,,,1.0,14.0,1920.0,1200.0,162,12.0,16,1,16:9,1,10.0,52.5,,1,0,1,0,0,0,1,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,60490,86.0,4.2,,medium,1.0,15.6,1920.0,1080.0,141,8.0,16,0,,0,4.0,45.0,3.0,1,0,1,0,0,0,1,0,1,1.0,1.0,1.0,11.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),HP,51990,60.0,4.05,thick,medium,1.0,15.6,1366.0,768.0,100,12.0,8,1,16:9,0,10.0,41.0,3.0,1,1,0,0,0,0,0,0,1,0.0,0.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,low
Lenovo Thinkpad E15 21E6S07S00 Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),Lenovo,91999,106.0,4.2,thick,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,10.0,45.0,3.0,1,1,0,1,0,0,1,1,1,0.0,0.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
Lenovo Ideapad Slim 5 82XE004QIN Laptop (AMD Ryzen 5 7530U/ 16 GB RAM/ 512 GB SSD/ Win 11),Lenovo,66389,53.0,4.45,slim,lite,1.0,14.0,1920.0,1200.0,162,12.0,16,0,16:10,0,6.0,50.0,,1,0,0,1,0,0,1,0,1,0.0,0.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,high
Asus Vivobook Pro 15 M6500QC-HN551WS Laptop (AMD Ryzen 5 5600HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),Asus,69990,70.0,4.7,thick,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,0,16:9,0,6.0,50.0,,1,0,0,0,0,0,1,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,high,medium
Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),Asus,73990,101.0,4.3,thick,medium,1.0,15.6,1920.0,1080.0,141,16.0,16,0,16:9,0,8.0,50.0,,1,0,0,0,0,0,1,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,medium,medium
HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),HP,28490,85.0,4.5,thick,medium,1.0,15.6,1366.0,768.0,100,4.0,8,1,16:9,0,2.0,41.0,3.0,1,1,0,0,0,0,0,0,1,0.0,0.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,low
Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),Lenovo,76990,97.0,4.3,slim,medium,1.0,16.0,1920.0,1200.0,142,16.0,16,1,16:10,0,12.0,56.6,,1,0,0,0,0,0,1,0,1,0.0,0.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,medium
Lenovo IdeaPad Slim 5i 82XD003MIN Laptop (13th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),Lenovo,69450,81.0,4.15,slim,lite,1.0,14.0,1920.0,1200.0,162,12.0,16,1,16:10,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,1,0.0,0.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),Asus,88990,66.0,4.65,medium,medium,1.0,16.0,1920.0,1200.0,142,16.0,16,1,16:10,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,medium
Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,42990,88.0,4.75,medium,medium,1.0,15.6,1920.0,1080.0,157,8.0,8,1,16:9,0,6.0,,3.0,1,0,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Gigabyte,84990,57.0,4.7,thick,heavy,2.0,15.6,1920.0,1080.0,141,12.0,8,0,,0,8.0,,,1,1,0,1,1,0,1,0,1,1.0,1.0,2.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium
