brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd
Dell,98990,0.0,lite,13.3,227,16.0,16,1,0,12.0,72.0,4.0,1,0,0,1,0,0,1,1,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0
Dell,86990,0.0,lite,13.3,227,16.0,16,1,0,12.0,54.0,4.0,1,0,0,1,0,0,1,1,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0
Dell,84990,0.0,lite,14.0,162,12.0,16,1,1,10.0,54.0,4.0,1,0,1,1,0,0,1,1,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0
HP,65290,23.5,2.29,15.6,141,12.0,16,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Lenovo,82990,0.0,1.35,14.0,170,16.0,16,0,0,12.0,72.0,4.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
HP,74990,17.9,1.74,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0
MSI,138990,25.2,2.6,17.3,127,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
MSI,87990,21.7,1.86,15.6,141,16.0,16,1,0,10.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,512.0
MSI,94990,21.7,1.86,15.6,141,16.0,16,1,0,10.0,51.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0
Lenovo,74990,19.9,1.63,16.0,142,16.0,16,1,0,12.0,56.6,3.0,1,0,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,113990,25.2,2.6,17.3,127,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI,103990,25.2,2.6,17.3,127,16.0,8,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI,189990,27.2,2.7,17.3,127,20.0,16,1,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
MSI,134990,27.2,2.7,17.3,127,20.0,8,1,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI,49990,21.7,1.86,15.6,141,12.0,8,1,0,6.0,52.4,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
Lenovo,38890,19.9,1.7,15.6,141,4.0,8,1,0,2.0,50.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
HP,116463,22.5,2.37,15.6,141,16.0,16,1,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP,109990,22.5,2.37,15.6,141,20.0,16,1,0,14.0,70.0,4.0,1,1,1,0,0,0,1,0,,2.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP,277278,19.9,2.09,16.1,182,32.0,32,1,0,24.0,97.0,6.0,1,1,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
HP,153625,23.9,2.32,16.1,182,20.0,16,1,0,14.0,83.0,6.0,1,1,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,1,0,,512.0
HP,56999,23.0,2.37,15.6,137,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,,3.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0
Gigabyte,149990,20.9,2.39,15.6,188,16.0,16,1,0,12.0,99.0,,1,1,0,1,1,0,1,0,,3.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4070,0,0,0,1,,1024.0
Lenovo,78990,0.0,1.35,14.0,170,16.0,16,0,0,12.0,65.0,4.0,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,58990,0.0,1.46,14.0,162,12.0,16,1,0,6.0,56.6,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Asus,40990,19.9,1.7,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
HP,108274,16.9,1.32,13.3,255,12.0,16,1,1,10.0,72.0,4.0,0,0,0,1,0,0,1,0,,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Chuwi,32999,0.0,1.47,15.6,280,8.0,16,0,0,4.0,66.9,,1,1,0,0,0,0,0,0,,2.0,1.0,10.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
HP,101990,23.9,2.35,16.1,137,12.0,16,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP,231746,0.0,0.99,13.5,166,12.0,16,1,1,10.0,68.0,6.0,1,0,0,0,0,0,1,0,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0
Asus,69990,19.9,1.8,15.6,141,12.0,16,1,0,6.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Asus,94990,18.9,1.8,16.0,142,16.0,16,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Acer,165601,2.6,2.6,16.0,142,32.0,16,1,0,24.0,90.0,4.0,1,1,0,1,0,0,1,0,,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI,85990,24.9,2.25,15.6,141,16.0,8,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,512.0
Asus,76990,19.9,1.8,15.6,141,16.0,16,1,0,8.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0
Lenovo,71990,19.9,1.63,14.0,142,12.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,84990,15.9,1.4,14.0,243,20.0,16,0,1,14.0,63.0,3.0,1,0,0,0,0,0,1,1,,1.0,2.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,37990,19.9,1.8,15.6,141,4.0,8,1,0,2.0,37.0,2.0,1,0,1,0,0,0,1,1,,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
HP,186592,19.9,2.09,16.0,189,24.0,16,1,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP,79990,0.0,1.69,14.0,157,12.0,16,0,1,10.0,43.0,,1,0,0,1,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,91490,25.2,2.4,15.6,184,12.0,16,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Lenovo,97990,25.2,2.4,15.6,184,12.0,16,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0
Gigabyte,117574,20.9,2.39,15.6,141,16.0,8,1,0,12.0,99.0,,1,1,0,0,1,0,1,0,,3.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,1,0,,512.0
Asus,59990,19.9,1.7,15.6,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,99990,22.1,2.4,15.6,184,16.0,16,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
MSI,279990,28.55,2.67,16.0,189,32.0,32,1,0,24.0,90.0,4.0,1,1,1,0,0,0,1,0,,3.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0
MSI,344990,29.45,3.0,17.0,178,32.0,32,1,0,24.0,90.0,4.0,1,1,1,1,0,0,1,0,,2.0,3.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0
Acer,44990,17.9,1.7,15.6,141,8.0,8,0,0,4.0,,,1,1,0,0,0,0,1,1,,3.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0
Lenovo,60990,17.1,1.24,14.0,157,12.0,16,1,0,6.0,47.0,,1,0,0,0,0,0,1,1,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Asus,23990,17.9,1.57,15.6,141,2.0,4,1,0,2.0,,,1,0,0,0,0,0,0,0,1.0,1.0,1.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0
HP,128599,0.0,heavy,16.0,141,16.0,16,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,512.0
HP,138990,23.5,2.35,16.1,182,24.0,16,1,0,16.0,83.0,6.0,1,1,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0
HP,51147,19.9,1.47,14.0,112,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,54990,15.5,1.5,13.3,166,8.0,16,1,1,4.0,51.0,,1,0,0,0,0,0,1,1,,2.0,2.0,3.0,amd,3,amd,0.0,Integrated,0,1,0,0,,256.0
Infinix,52990,0.0,1.58,15.6,141,8.0,16,0,0,4.0,,,1,0,1,0,0,0,1,0,,2.0,2.0,11.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0
Acer,66990,26.0,2.5,15.6,141,12.0,8,1,0,8.0,57.5,4.0,1,0,0,1,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Lenovo,119888,16.9,1.5,14.0,157,8.0,16,1,1,4.0,72.0,4.0,1,0,1,0,0,0,1,1,,2.0,2.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0
HP,23490,0.0,lite,15.6,141,2.0,4,1,0,2.0,38.0,2.0,1,1,1,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0
Lenovo,76889,15.1,1.37,13.3,170,12.0,16,0,1,6.0,59.0,4.0,1,0,0,0,0,0,1,0,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Dell,96490,0.0,lite,13.3,227,16.0,16,1,0,12.0,72.0,4.0,1,0,0,1,0,0,1,1,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,84490,0.0,lite,13.3,227,16.0,16,1,0,12.0,72.0,4.0,1,0,0,1,0,0,1,1,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,256990,18.0,1.92,15.6,290,20.0,16,1,1,14.0,86.0,6.0,0,0,1,1,0,0,1,1,,,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,1,0,0,0,,1024.0
Asus,40900,19.9,1.7,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,69900,17.9,1.64,15.6,141,8.0,16,1,0,4.0,72.0,4.0,1,0,0,0,0,0,1,0,,2.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0
Gigabyte,211199,23.9,2.3,16.0,141,20.0,16,1,0,14.0,99.0,,0,0,0,1,0,0,1,0,,,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0
MSI,77990,15.9,1.29,14.0,157,16.0,16,0,0,12.0,50.0,3.0,1,0,0,0,0,0,1,1,,1.0,2.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
HP,199990,19.9,2.09,16.1,182,24.0,16,1,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0
Lenovo,85889,19.9,1.63,16.0,142,20.0,16,1,0,14.0,56.6,3.0,1,0,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
HP,55350,19.9,1.74,14.0,157,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,453490,0.0,2.72,16.0,229,20.0,32,1,0,14.0,90.0,6.0,1,1,0,1,0,0,1,0,,2.0,1.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0
MSI,339990,19.0,2.49,17.0,178,20.0,64,1,0,24.0,90.0,3.0,1,1,1,1,0,0,1,1,,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,2048.0
Dell,67990,19.0,1.54,14.0,157,16.0,16,0,0,8.0,54.0,4.0,1,0,1,0,0,0,1,0,,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Dell,323290,0.0,2.72,16.0,229,32.0,32,1,0,24.0,86.0,6.0,1,1,0,1,0,0,1,0,,2.0,1.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0
Dell,199990,0.0,3.23,16.0,216,16.0,16,1,0,8.0,86.0,6.0,1,1,1,1,1,0,1,0,,2.0,2.0,7.0,amd,5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
MSI,39990,19.9,1.7,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,84990,17.9,1.49,14.0,170,16.0,16,1,0,12.0,72.0,4.0,1,0,0,0,0,0,1,1,,1.0,2.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
MSI,36990,19.9,1.7,15.6,157,8.0,16,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,34990,19.9,1.7,15.6,157,8.0,8,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Gigabyte,189999,23.9,2.3,16.0,141,20.0,16,1,0,14.0,99.0,,0,0,0,1,0,0,1,0,,,3.0,12.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,,1024.0
Dell,446390,0.0,2.72,18.0,204,32.0,64,1,0,24.0,97.0,6.0,1,1,0,1,0,0,1,0,,2.0,2.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,1024.0
Lenovo,73990,0.0,lite,13.3,170,12.0,16,0,1,6.0,59.0,4.0,1,0,0,0,0,0,1,1,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,66500,17.9,1.55,14.0,162,16.0,16,1,1,8.0,52.5,,1,0,1,0,0,0,1,1,,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Asus,144990,22.3,2.0,16.0,189,20.0,16,1,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,,2.0,2.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
HP,43990,0.0,1.69,15.6,141,8.0,16,1,0,6.0,50.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,70990,18.9,1.8,16.0,142,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
Lenovo,64990,17.8,1.55,14.0,162,12.0,16,0,1,6.0,52.5,,1,0,1,0,0,0,1,1,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Asus,72990,19.9,1.8,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Acer,114990,27.9,2.8,16.0,142,16.0,8,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,1,0,0,0,,512.0
Dell,302990,0.0,3.23,16.0,216,24.0,32,1,0,12.0,86.0,6.0,1,1,1,1,1,0,1,0,,2.0,2.0,7.0,amd,5,nvidia,12.0,rtx4080,0,0,0,1,,2048.0
Acer,129990,27.9,2.8,16.0,142,16.0,16,1,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,1,0,0,0,,512.0
Acer,57990,0.0,1.75,15.6,141,12.0,16,1,0,10.0,50.0,3.0,1,1,0,1,0,0,1,0,,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
LG,98999,0.0,0.999,14.0,162,16.0,16,1,0,12.0,72.0,,1,0,0,1,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,69990,19.3,1.37,14.0,157,8.0,8,1,0,4.0,42.0,3.0,1,1,0,0,0,0,0,0,,2.0,2.0,10.0,intel,i5,intel,0.0,Integrated,0,0,0,0,,512.0
Fujitsu,79990,17.0,0.908,14.0,162,12.0,16,1,0,10.0,64.0,4.0,1,1,0,0,0,0,1,1,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
Fujitsu,79990,17.0,0.908,14.0,162,16.0,16,1,0,12.0,64.0,4.0,1,1,0,0,0,0,1,1,,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0
HP,126800,0.0,heavy,16.0,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,12.0,intel,i5,nvidia,4.0,t550,1,0,0,0,,1024.0
Asus,81900,19.9,1.8,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
HP,131684,0.0,heavy,14.0,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,12.0,intel,i7,nvidia,4.0,t550,1,0,0,0,,512.0
HP,125900,0.0,lite,14.0,162,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0
HP,32990,17.9,1.69,15.6,112,4.0,8,0,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,512.0
HP,127790,19.9,1.8,16.0,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0
HP,113612,0.0,lite,16.0,142,12.0,16,1,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0
HP,108625,0.0,lite,14.0,162,16.0,16,1,0,12.0,51.0,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
HP,272709,19.0,1.73,16.0,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,,1.0,3.0,12.0,intel,i9,nvidia,16.0,rtx3080ti,0,1,0,0,,1024.0
HP,233498,19.0,1.73,16.0,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,,1.0,3.0,12.0,intel,i9,nvidia,6.0,rtx3060,0,1,0,0,,1024.0
HP,390914,19.0,1.73,16.0,283,20.0,32,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,,1.0,3.0,12.0,intel,i9,nvidia,12.0,rtx3080ti,0,1,0,0,,1024.0
HP,230593,19.0,1.73,16.0,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,,1.0,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,1,0,0,,1024.0
LG,128699,16.8,1.19,16.0,189,16.0,16,1,0,12.0,80.0,,1,0,0,1,0,0,1,1,,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0
HP,278712,19.0,1.73,16.0,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,,1.0,3.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,1,0,0,,1024.0
Lenovo,25490,0.0,1.3,11.6,135,2.0,4,1,0,2.0,38.0,2.0,1,0,1,0,0,0,0,0,,2.0,,7.0,intel,7,intel,0.0,Integrated,1,0,0,0,,256.0
Asus,119990,0.0,heavy,14.0,216,16.0,16,1,0,8.0,72.0,4.0,1,0,0,1,0,0,1,1,,2.0,2.0,6.0,amd,3,nvidia,6.0,rtx3050,0,0,0,1,,512.0
HP,239761,19.0,1.73,16.0,283,20.0,16,1,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,,1.0,3.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,1,0,0,,1024.0
LG,152499,16.95,1.48,16.0,189,16.0,16,0,1,12.0,80.0,,0,0,0,1,0,0,1,1,,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0
LG,78299,16.3,1.6,16.0,142,12.0,16,1,1,6.0,72.0,,1,0,0,0,0,0,1,1,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
HP,50990,18.1,1.69,15.6,100,8.0,8,1,0,6.0,47.0,2.0,0,0,0,0,0,0,0,0,,1.0,2.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,256.0
Lenovo,56490,0.0,lite,15.6,134,12.0,16,1,0,10.0,45.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
Acer,69990,26.9,2.5,15.6,141,12.0,16,1,0,8.0,57.5,4.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Asus,63990,19.9,1.7,15.6,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,114990,20.0,1.8,16.0,283,16.0,16,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0
HP,27490,17.9,1.47,15.6,100,4.0,8,0,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Dell,60210,19.5,1.59,14.0,141,12.0,8,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0
HP,102990,23.9,2.32,16.1,182,12.0,16,1,0,8.0,86.0,6.0,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP,109999,23.9,2.32,16.1,182,12.0,16,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Infinix,71990,16.95,1.8,15.6,141,20.0,32,0,0,14.0,70.0,,1,0,0,0,0,0,1,1,2.0,2.0,,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0
Infinix,19990,18.15,1.76,15.6,141,4.0,4,1,0,4.0,40.0,,1,0,0,0,0,0,1,0,,2.0,2.0,11.0,intel,5,intel,0.0,Integrated,0,0,1,0,,128.0
Lenovo,56990,0.0,1.5,14.0,157,12.0,8,1,0,10.0,45.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,23990,17.9,1.3,14.0,135,2.0,8,1,0,2.0,,,1,0,1,0,0,0,0,0,,2.0,1.0,4.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0
MSI,57990,0.0,1.86,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,1,0,,512.0
Lenovo,130800,18.0,1.53,14.0,157,8.0,16,1,0,4.0,50.0,3.0,1,1,0,1,0,0,1,0,,2.0,1.0,11.0,intel,i7,nvidia,2.0,mx450,0,1,0,0,,512.0
MSI,75990,0.0,heavy,15.6,141,12.0,16,1,0,8.0,50.0,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Lenovo,44990,0.0,1.41,14.0,157,8.0,8,1,0,4.0,45.0,3.0,1,1,0,0,0,0,1,1,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Asus,94990,20.0,1.8,16.0,283,12.0,16,1,0,8.0,63.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Asus,73990,0.0,1.7,15.6,141,12.0,16,1,0,10.0,50.0,,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
